x,edad,sexo,p_originario
4764,53,H,si
4765,45,H,si
4766,48,M,no
4767,56,M,no
4768,75,M,no
4769,61,H,no
4770,14,M,si
4771,11,M,no
4772,59,M,no
4773,45,M,no
4774,33,M,si
4775,48,H,si
4776,21,H,no
4777,56,M,no
4778,58,M,no
4779,65,H,no
4780,38,M,no
4781,45,M,no
4782,23,H,no
4783,36,H,no
4784,50,M,no
4785,60,H,no
4786,4,H,no
4787,3,H,si
4788,46,M,si
4789,11,M,no
4790,7,M,no
4791,32,M,no
4792,10,H,no
4793,34,H,no
4794,18,H,no
4795,26,H,no
4796,25,H,no
4797,61,M,no
4798,46,H,no
4799,31,H,no
4800,33,M,no
4801,5,M,si
4802,27,H,si
4803,33,H,no
4804,36,H,no
4805,34,M,si
4806,43,M,no
4807,0,M,no
4808,37,H,no
4809,10,M,si
4810,41,M,no
4811,29,M,no
4812,2,M,no
4813,16,H,no
4814,8,H,no
4815,70,M,si
4816,48,M,no
4817,31,M,no
4818,78,H,no
4819,50,M,si
4820,50,M,no
4821,35,H,no
4822,58,H,no
4823,26,H,no
4824,17,M,si
4825,36,M,no
4826,0,M,no
4827,17,M,no
4828,78,H,no
4829,56,H,no
4830,30,M,no
4831,42,M,no
4832,12,M,si
4833,5,M,no
4834,53,M,no
4835,49,M,no
4836,19,M,no
4837,11,H,no
4838,41,M,no
4839,65,M,no
4840,72,M,no
4841,17,M,si
4842,44,H,si
4843,54,M,no
4844,10,M,no
4845,47,M,no
4846,51,H,no
4847,65,H,no
4848,21,H,no
4849,41,H,no
4850,41,H,no
4851,17,M,no
4852,54,H,no
4853,27,M,no
4854,1,M,no
4855,43,H,no
4856,50,M,no
4857,6,H,no
4858,46,H,no
4859,78,H,no
4860,44,H,no
4861,32,H,si
4862,3,M,no
4863,39,M,no
4864,28,H,no
4865,41,H,no
4866,4,H,no
4867,34,H,no
4868,18,H,si
4869,15,H,no
4870,54,H,no
4871,51,M,no
4872,70,H,no
4873,45,H,no
4874,28,H,si
4875,60,H,no
4876,67,H,no
4877,25,H,no
4878,23,H,no
4879,17,M,no
4880,21,H,no
4881,5,H,no
4882,17,H,no
4883,61,M,no
4884,17,H,no
4885,41,H,no
4886,32,M,no
4887,78,M,no
4888,4,M,si
4889,11,H,no
4890,60,H,si
4891,86,M,no
4892,40,H,si
4893,17,M,no
4894,23,H,no
4895,48,M,no
4896,33,M,no
4897,22,M,no
4898,52,M,no
4899,45,H,no
4900,79,H,no
4901,27,H,no
4902,32,M,no
4903,38,M,no
4904,38,M,no
4905,67,M,no
4906,10,M,no
4907,5,M,no
4908,37,H,no
4909,62,H,no
4910,23,M,no
4911,64,H,no
4912,48,M,no
4913,27,H,no
4914,38,H,no
4915,63,M,no
4916,54,H,no
4917,51,M,si
4918,49,H,no
4919,44,H,si
4920,43,M,no
4921,21,M,no
4922,3,H,si
4923,51,M,no
4924,8,M,no
4925,73,M,no
4926,86,H,no
4927,50,H,si
4928,53,M,no
4929,38,M,no
4930,62,H,no
4931,39,M,no
4932,64,H,si
4933,72,M,no
4934,36,M,si
4935,20,M,no
4936,34,M,no
4937,66,M,no
4938,67,H,no
4939,76,H,no
4940,20,H,no
4941,9,M,si
4942,28,H,no
4943,52,M,no
4944,25,H,no
4945,44,M,si
4946,48,M,no
4947,15,H,no
4948,50,H,no
4949,7,M,no
4950,46,H,no
4951,42,M,no
4952,3,H,no
4953,8,M,no
4954,28,H,no
4955,31,H,no
4956,69,H,no
4957,27,M,no
4958,59,H,no
4959,69,H,no
4960,13,H,no
4961,82,M,no
4962,26,H,no
4963,15,H,no
4964,28,M,no
4965,23,M,no
4966,58,M,no
4967,74,M,si
4968,3,H,no
4969,50,H,no
4970,4,H,si
4971,42,H,no
4972,6,H,no
4973,47,M,no
4974,34,M,no
4975,12,H,no
4976,44,M,si
4977,38,M,no
4978,10,H,no
4979,13,M,no
4980,26,M,no
4981,77,M,no
4982,25,H,si
4983,50,H,no
4984,89,M,no
4985,31,M,no
4986,65,H,no
4987,15,M,no
4988,33,M,no
4989,42,M,no
4990,49,M,no
4991,64,H,si
4992,4,M,no
4993,40,H,no
4994,70,M,no
4995,41,M,no
4996,34,H,si
4997,81,M,no
4998,35,M,no
4999,19,M,no
5000,48,H,no
5001,77,H,no
5002,10,M,no
5003,9,M,si
5004,39,H,no
5005,23,M,no
5006,26,M,si
5007,0,H,no
5008,13,M,no
5009,49,M,no
5010,33,M,no
5011,41,H,no
5012,51,H,no
5013,13,H,no
5014,56,H,no
5015,75,H,no
5016,22,H,no
5017,22,H,no
5018,62,H,no
5019,20,H,no
5020,26,H,no
5021,57,H,no
5022,43,H,no
5023,30,M,no
5024,43,M,no
5025,18,M,no
5026,56,H,no
5027,32,M,no
5028,49,H,no
5029,13,H,no
5030,61,M,no
5031,23,M,no
5032,53,M,no
5033,5,M,no
5034,13,H,no
5035,8,H,si
5036,47,M,no
5037,75,M,no
5038,59,M,no
5039,60,M,no
5040,47,M,no
5041,39,M,no
5042,6,H,no
5043,7,M,no
5044,14,H,no
5045,43,M,no
5046,63,M,no
5047,13,H,no
5048,14,H,no
5049,36,H,no
5050,34,M,no
5051,4,H,si
5052,73,M,no
5053,16,H,si
5054,40,H,no
5055,14,M,no
5056,2,M,no
5057,57,M,no
5058,15,M,no
5059,5,M,no
5060,26,H,no
5061,38,M,si
5062,64,M,no
5063,42,M,no
5064,45,M,no
5065,25,H,no
5066,52,M,no
5067,36,M,no
5068,41,M,no
5069,14,M,no
5070,10,H,no
5071,29,H,no
5072,39,M,no
5073,23,M,si
5074,47,M,no
5075,25,H,no
5076,20,H,no
5077,24,M,no
5078,56,M,no
5079,54,M,no
5080,47,M,si
5081,59,H,no
5082,35,H,no
5083,6,H,no
5084,2,M,no
5085,47,M,no
5086,29,M,no
5087,46,M,si
5088,5,H,si
5089,10,H,no
5090,10,H,no
5091,21,M,no
5092,38,M,si
5093,20,H,no
5094,7,M,no
5095,53,H,no
5096,70,M,no
5097,53,H,no
5098,47,H,si
5099,27,M,no
5100,27,H,no
5101,24,H,no
5102,67,M,no
5103,49,M,no
5104,43,M,no
5105,32,H,no
5106,30,M,no
5107,1,H,no
5108,64,M,no
5109,32,H,no
5110,50,H,no
5111,27,M,no
5112,11,H,no
5113,33,H,no
5114,3,M,no
5115,54,H,no
5116,34,H,no
5117,55,M,no
5118,50,M,no
5119,9,H,no
5120,59,H,no
5121,8,M,no
5122,11,M,no
5123,6,H,no
5124,17,H,si
5125,4,M,si
5126,52,H,no
5127,69,H,no
5128,7,M,no
5129,47,H,no
5130,20,M,no
5131,18,M,no
5132,62,H,no
5133,12,M,no
5134,36,H,no
5135,20,M,no
5136,29,H,no
5137,48,H,no
5138,32,M,si
5139,49,M,no
5140,4,H,no
5141,41,M,no
5142,61,M,no
5143,57,M,no
5144,63,M,si
5145,81,H,no
5146,12,M,no
5147,78,H,si
5148,44,M,no
5149,29,H,no
5150,2,M,no
5151,48,H,si
5152,8,H,si
5153,18,H,si
5154,82,H,si
5155,1,H,no
5156,20,M,si
5157,20,H,no
5158,30,M,no
5159,52,H,no
5160,37,M,no
5161,56,H,no
5162,0,M,no
5163,40,M,no
5164,33,M,no
5165,55,H,no
5166,49,M,no
5167,5,H,no
5168,46,H,no
5169,74,M,no
5170,32,H,si
5171,69,M,no
5172,13,M,no
5173,1,M,no
5174,32,H,si
5175,12,M,no
5176,55,M,no
5177,58,H,no
5178,27,M,no
5179,41,H,no
5180,71,M,no
5181,32,H,no
5182,12,H,no
5183,12,M,no
5184,60,M,no
5185,29,M,no
5186,23,H,no
5187,19,M,no
5188,2,M,no
5189,6,M,no
5190,1,M,no
5191,74,M,no
5192,73,M,no
5193,68,M,no
5194,34,M,no
5195,68,M,si
5196,20,H,no
5197,5,H,no
5198,27,H,no
5199,3,M,no
5200,57,H,no
5201,60,H,no
5202,4,M,si
5203,90,H,no
5204,21,M,no
5205,3,M,no
5206,33,M,no
5207,39,H,no
5208,8,M,no
5209,35,M,no
5210,12,H,no
5211,15,H,si
5212,51,M,no
5213,60,M,no
5214,10,M,no
5215,29,H,no
5216,76,M,no
5217,23,M,no
5218,10,M,si
5219,58,M,no
5220,48,H,no
5221,23,M,no
5222,22,M,no
5223,29,M,no
5224,43,H,si
5225,28,M,no
5226,11,H,no
5227,1,M,no
5228,60,H,no
5229,54,H,no
5230,17,H,si
5231,17,M,no
5232,34,M,no
5233,5,M,no
5234,7,M,no
5235,73,H,no
5236,50,H,no
5237,73,H,no
5238,37,H,no
5239,24,M,no
5240,29,H,no
5241,19,M,si
5242,51,H,no
5243,34,M,no
5244,53,M,no
5245,63,H,no
5246,31,H,no
5247,38,M,no
5248,17,M,no
5249,45,H,no
5250,64,M,no
5251,34,H,no
5252,80,M,no
5253,51,M,no
5254,65,H,no
5255,4,M,no
5256,27,M,no
5257,6,M,si
5258,20,M,no
5259,19,H,no
5260,14,H,no
5261,32,H,no
5262,19,M,no
5263,82,M,no
5264,2,H,no
5265,25,M,no
5266,38,M,no
5267,68,H,no
5268,72,M,no
5269,66,H,no
5270,62,H,no
5271,63,H,no
5272,67,H,no
5273,56,M,no
5274,14,H,no
5275,37,M,no
5276,78,H,no
5277,65,H,no
5278,19,M,no
5279,62,H,no
5280,8,H,no
5281,23,M,no
5282,83,M,no
5283,62,M,no
5284,48,M,no
5285,17,M,no
5286,25,H,no
5287,36,M,no
5288,2,H,no
5289,20,M,no
5290,34,M,no
5291,5,M,si
5292,73,M,no
5293,55,M,no
5294,56,M,si
5295,28,M,no
5296,3,H,no
5297,28,M,no
5298,23,M,si
5299,0,H,si
5300,46,H,no
5301,3,H,no
5302,32,M,no
5303,41,H,no
5304,25,M,no
5305,52,M,si
5306,23,M,no
5307,63,H,no
5308,39,M,no
5309,2,H,no
5310,43,H,no
5311,60,M,no
5312,34,H,no
5313,11,H,no
5314,14,M,no
5315,28,H,no
5316,3,M,si
5317,43,M,no
5318,15,H,no
5319,8,M,no
5320,40,H,no
5321,6,H,no
5322,40,M,no
5323,66,M,no
5324,82,M,no
5325,58,H,no
5326,25,M,no
5327,83,M,no
5328,4,M,no
5329,56,H,no
5330,7,H,no
5331,28,H,no
5332,21,M,no
5333,30,M,no
5334,4,H,no
5335,32,M,no
5336,68,H,si
5337,1,M,si
5338,52,H,no
5339,46,H,no
5340,53,M,si
5341,6,H,no
5342,62,M,no
5343,55,M,no
5344,47,H,no
5345,66,M,no
5346,36,M,no
5347,61,M,no
5348,57,M,si
5349,3,H,si
5350,13,M,no
5351,24,M,si
5352,28,H,no
5353,46,M,no
5354,17,M,no
5355,11,M,no
5356,63,M,no
5357,10,H,no
5358,24,H,no
5359,57,H,no
5360,50,H,si
5361,46,H,si
5362,30,H,si
5363,38,M,no
5364,8,M,no
5365,5,H,no
5366,9,H,no
5367,25,H,no
5368,43,H,no
5369,2,M,no
5370,33,H,si
5371,67,M,no
5372,52,M,no
5373,53,H,no
5374,75,H,si
5375,61,M,no
5376,30,M,si
5377,29,H,no
5378,85,M,no
5379,37,H,no
5380,64,M,no
5381,17,M,no
5382,24,H,no
5383,37,H,si
5384,39,M,no
5385,54,M,no
5386,60,M,no
5387,19,M,no
5388,7,M,no
5389,33,M,si
5390,45,M,no
5391,38,M,no
5392,35,H,no
5393,17,H,si
5394,7,M,no
5395,83,M,no
5396,22,H,no
5397,33,H,no
5398,0,H,no
5399,67,M,no
5400,19,H,no
5401,87,M,no
5402,64,H,no
5403,54,M,no
5404,22,H,no
5405,10,H,no
5406,64,M,no
5407,58,M,no
5408,28,H,no
5409,5,H,no
5410,51,M,si
5411,42,M,si
5412,48,M,si
5413,23,M,no
5414,36,H,no
5415,33,M,no
5416,65,M,no
5417,25,H,no
5418,33,M,no
5419,33,H,no
5420,13,M,no
5421,66,M,no
5422,89,M,no
5423,7,M,no
5424,32,H,no
5425,9,H,no
5426,60,H,no
5427,76,M,no
5428,32,H,no
5429,15,H,no
5430,18,H,no
5431,4,H,no
5432,42,M,no
5433,25,M,no
5434,12,H,no
5435,20,M,no
5436,6,M,no
5437,21,M,no
5438,41,H,no
5439,26,H,si
5440,46,M,no
5441,42,M,no
5442,22,M,no
5443,64,H,no
5444,17,M,no
5445,72,H,no
5446,23,M,no
5447,52,M,no
5448,29,H,no
5449,15,M,no
5450,19,H,si
5451,31,H,no
5452,24,M,si
5453,60,M,no
5454,34,H,si
5455,63,H,si
5456,43,H,no
5457,12,H,no
5458,40,H,no
5459,6,H,no
5460,21,H,no
5461,43,H,no
5462,52,H,si
5463,75,M,no
5464,79,M,no
5465,59,M,no
5466,56,M,no
5467,1,M,no
5468,24,M,no
5469,8,H,no
5470,7,M,no
5471,16,M,no
5472,72,H,no
5473,10,M,no
5474,53,H,no
5475,79,H,no
5476,14,H,no
5477,65,M,no
5478,43,H,no
5479,9,M,no
5480,9,H,si
5481,5,H,no
5482,8,H,no
5483,27,M,no
5484,39,H,no
5485,12,M,no
5486,19,H,no
5487,34,M,no
5488,12,H,no
5489,47,H,no
5490,24,M,no
5491,39,H,no
5492,12,M,no
5493,67,M,no
5494,18,M,no
5495,39,H,no
5496,57,M,si
5497,9,H,no
5498,36,H,si
5499,30,H,no
5500,50,H,no
5501,38,M,no
5502,57,M,no
5503,71,H,no
5504,23,H,no
5505,12,M,no
5506,77,M,no
5507,8,H,si
5508,14,H,no
5509,75,H,no
5510,27,H,no
5511,25,M,no
5512,18,H,no
5513,22,H,no
5514,51,H,si
5515,2,H,no
5516,44,H,no
5517,37,M,no
5518,21,H,no
5519,44,M,no
5520,24,H,no
5521,35,M,no
5522,23,H,no
5523,30,H,no
5524,65,H,no
5525,51,M,no
5526,42,M,no
5527,35,M,si
5528,48,H,no
5529,49,M,no
5530,15,H,no
5531,39,M,no
5532,26,H,no
5533,20,M,no
5534,8,M,no
5535,3,H,no
5536,75,M,no
5537,1,M,no
5538,22,H,no
5539,33,H,no
5540,22,H,no
5541,17,M,no
5542,57,H,no
5543,53,H,no
5544,30,H,no
5545,64,M,no
5546,22,H,no
5547,6,M,no
5548,65,H,no
5549,80,M,no
5550,51,M,si
5551,35,M,no
5552,26,M,no
5553,22,M,si
5554,43,H,no
5555,63,H,no
5556,29,H,no
5557,8,H,si
5558,54,M,no
5559,14,H,no
5560,17,H,no
5561,35,H,no
5562,7,H,no
5563,35,H,no
5564,38,H,no
5565,30,H,si
5566,12,M,si
5567,43,M,si
5568,30,M,no
5569,32,M,no
5570,65,M,si
5571,22,M,no
5572,2,H,no
5573,60,M,no
5574,35,H,no
5575,18,M,no
5576,34,H,no
5577,16,M,no
5578,55,M,no
5579,93,M,no
5580,17,H,no
5581,70,H,no
5582,13,M,no
5583,15,M,si
5584,33,H,no
5585,58,H,si
5586,33,M,no
5587,34,H,no
5588,51,M,no
5589,45,M,no
5590,58,M,no
5591,72,H,no
5592,100,M,no
5593,33,M,no
5594,48,M,no
5595,2,M,no
5596,35,H,si
5597,20,M,no
5598,15,M,no
5599,72,H,no
5600,67,M,no
5601,10,M,si
5602,4,H,no
5603,26,H,no
5604,9,H,no
5605,77,H,no
5606,7,H,no
5607,26,M,si
5608,1,H,no
5609,24,M,no
5610,52,M,no
5611,42,H,no
5612,22,H,no
5613,15,H,no
5614,18,M,no
5615,50,H,no
5616,88,H,no
5617,28,H,no
5618,42,H,no
5619,45,M,no
5620,71,M,no
5621,44,M,no
5622,16,M,si
5623,60,H,si
5624,52,M,no
5625,48,M,no
5626,4,M,no
5627,6,M,si
5628,28,M,no
5629,48,M,no
5630,52,M,no
5631,53,H,no
5632,1,M,no
5633,20,H,no
5634,18,M,no
5635,26,H,no
5636,45,M,no
5637,20,M,si
5638,2,H,si
5639,43,M,no
5640,43,M,no
5641,27,H,no
5642,78,H,no
5643,43,M,si
5644,20,M,no
5645,36,H,si
5646,62,M,no
5647,55,H,no
5648,56,H,no
5649,21,H,no
5650,2,M,no
5651,45,M,no
5652,8,M,no
5653,22,H,no
5654,76,H,no
5655,27,H,no
5656,22,H,no
5657,65,M,no
5658,12,M,no
5659,0,M,no
5660,31,H,no
5661,28,H,no
5662,58,M,no
5663,60,M,no
5664,37,M,no
5665,50,H,si
5666,74,M,no
5667,80,M,no
5668,5,M,no
5669,44,H,si
5670,52,M,no
5671,25,M,no
5672,74,M,si
5673,61,M,no
5674,34,M,no
5675,37,M,no
5676,29,M,no
5677,47,H,no
5678,55,M,no
5679,62,H,no
5680,53,M,no
5681,85,M,no
5682,21,M,no
5683,10,H,no
5684,65,H,no
5685,60,M,no
5686,2,M,si
5687,9,M,no
5688,20,H,no
5689,46,H,no
5690,22,H,no
5691,17,H,no
5692,25,M,no
5693,32,M,no
5694,51,M,no
5695,63,M,no
5696,36,H,no
5697,59,M,no
5698,30,M,no
5699,37,H,no
5700,37,M,no
5701,68,M,no
5702,14,H,no
5703,74,M,no
5704,43,M,no
5705,35,H,no
5706,18,H,no
5707,62,M,no
5708,39,H,no
5709,26,M,no
5710,29,M,no
5711,23,M,no
5712,30,H,no
5713,23,H,si
5714,0,H,no
5715,63,M,no
5716,22,H,si
5717,47,H,no
5718,42,M,no
5719,60,M,no
5720,2,M,no
5721,33,H,no
5722,45,M,no
5723,4,M,no
5724,31,H,no
5725,5,M,si
5726,53,H,no
5727,81,H,no
5728,74,M,no
5729,48,H,no
5730,19,H,no
5731,33,H,no
5732,37,H,no
5733,47,M,no
5734,30,H,si
5735,8,H,si
5736,2,M,si
5737,25,H,no
5738,27,H,no
5739,65,M,no
5740,84,H,si
5741,46,M,si
5742,84,H,no
5743,27,M,no
5744,1,M,no
5745,48,M,no
5746,51,M,no
5747,40,H,no
5748,39,H,no
5749,48,H,no
5750,69,M,no
5751,0,H,no
5752,35,H,no
5753,29,M,no
5754,19,M,no
5755,8,H,no
5756,21,M,no
5757,15,H,no
5758,70,M,no
5759,33,H,si
5760,22,H,si
5761,51,H,no
5762,17,M,no
5763,28,H,no
5764,29,H,no
5765,11,H,no
5766,20,H,no
5767,65,M,no
5768,32,M,no
5769,10,H,no
5770,15,H,no
5771,22,H,no
5772,60,M,no
5773,8,M,si
5774,42,M,no
5775,21,M,no
5776,38,M,no
5777,21,M,no
5778,30,M,no
5779,33,M,no
5780,38,M,si
5781,4,M,no
5782,29,H,no
5783,0,M,no
5784,9,H,si
5785,21,M,si
5786,29,M,no
5787,48,M,no
5788,59,H,no
5789,25,M,no
5790,64,M,no
5791,47,M,si
5792,29,H,no
5793,0,M,no
5794,20,H,no
5795,60,H,no
5796,30,M,no
5797,16,H,no
5798,35,M,no
5799,47,M,no
5800,18,H,si
5801,89,M,no
5802,11,M,no
5803,56,M,no
5804,0,H,no
5805,69,M,no
5806,40,M,no
5807,57,M,si
5808,39,H,si
5809,58,H,no
5810,70,M,no
5811,7,H,no
5812,19,M,no
5813,28,H,no
5814,4,M,no
5815,19,M,no
5816,52,M,no
5817,65,M,no
5818,6,M,no
5819,61,M,no
5820,53,M,no
5821,1,H,no
5822,62,M,no
5823,69,H,no
5824,29,M,no
5825,74,H,no
5826,37,H,no
5827,42,H,no
5828,34,H,no
5829,24,H,si
5830,27,M,si
5831,62,H,si
5832,15,H,si
5833,57,M,no
5834,48,M,no
5835,63,M,no
5836,24,M,si
5837,53,M,no
5838,10,H,no
5839,36,M,no
5840,10,M,si
5841,69,M,no
5842,21,M,no
5843,23,M,no
5844,45,M,si
5845,44,M,no
5846,41,H,no
5847,3,M,no
5848,48,M,si
5849,2,M,no
5850,75,H,no
5851,44,H,no
5852,5,H,no
5853,30,M,no
5854,13,H,no
5855,37,M,si
5856,82,M,no
5857,37,H,no
5858,40,M,no
5859,60,M,no
5860,22,M,no
5861,4,M,si
5862,19,H,si
5863,82,H,no
5864,50,M,no
5865,47,M,si
5866,73,M,no
5867,88,H,no
5868,20,H,no
5869,17,H,si
5870,56,M,no
5871,58,M,no
5872,15,M,no
5873,42,H,no
5874,9,M,no
5875,7,H,no
5876,15,M,no
5877,86,M,no
5878,38,H,no
5879,11,M,no
5880,5,M,no
5881,27,M,no
5882,78,H,no
5883,78,H,no
5884,59,H,si
5885,23,M,no
5886,71,M,no
5887,58,M,no
5888,47,H,no
5889,59,H,no
5890,35,H,no
5891,20,H,no
5892,10,M,no
5893,4,M,no
5894,65,H,no
5895,75,M,no
5896,0,H,no
5897,27,H,no
5898,18,M,no
5899,36,M,no
5900,9,M,no
5901,56,M,no
5902,23,H,no
5903,8,H,si
5904,25,M,no
5905,44,M,no
5906,21,H,no
5907,67,H,no
5908,2,H,no
5909,41,M,si
5910,56,M,no
5911,70,H,no
5912,37,M,no
5913,57,M,no
5914,41,H,no
5915,28,H,no
5916,23,M,no
5917,1,M,no
5918,28,H,no
5919,54,H,no
5920,52,M,no
5921,53,M,no
5922,14,M,si
5923,62,M,no
5924,82,H,no
5925,73,M,no
5926,39,H,si
5927,35,M,no
5928,65,M,no
5929,53,H,no
5930,19,M,no
5931,46,M,no
5932,49,M,no
5933,29,H,no
5934,22,M,no
5935,15,M,no
5936,49,H,no
5937,52,M,no
5938,22,H,no
5939,4,M,no
5940,47,M,no
5941,42,H,no
5942,11,H,no
5943,55,M,no
5944,24,M,no
5945,12,M,no
5946,94,M,no
5947,49,M,no
5948,39,M,si
5949,47,M,si
5950,85,M,no
5951,1,M,no
5952,91,M,no
5953,42,H,no
5954,42,M,no
5955,43,M,no
5956,10,M,no
5957,4,M,no
5958,13,M,si
5959,59,M,no
5960,50,H,no
5961,75,M,no
5962,18,H,no
5963,30,H,no
5964,1,H,no
5965,62,H,no
5966,9,H,si
5967,21,H,no
5968,16,M,no
5969,59,M,no
5970,61,M,no
5971,16,H,no
5972,63,M,no
5973,23,H,no
5974,72,M,no
5975,23,M,no
5976,33,H,no
5977,75,M,no
5978,31,H,no
5979,25,M,no
5980,0,M,no
5981,15,M,no
5982,26,M,si
5983,35,M,no
5984,15,H,no
5985,74,H,no
5986,4,H,no
5987,2,H,no
5988,5,M,no
5989,11,M,no
5990,38,M,no
5991,57,M,no
5992,81,M,no
5993,65,H,no
5994,13,M,no
5995,62,M,no
5996,37,M,si
5997,38,H,no
5998,55,M,no
5999,82,M,no
6000,60,H,no
6001,82,M,no
6002,20,M,no
6003,52,H,no
6004,35,H,no
6005,28,M,no
6006,30,M,si
6007,19,M,no
6008,15,M,no
6009,37,H,no
6010,18,H,no
6011,51,M,no
6012,42,M,no
6013,65,M,no
6014,11,M,no
6015,53,H,no
6016,13,M,no
6017,29,H,no
6018,45,H,si
6019,12,H,no
6020,37,H,no
6021,38,H,si
6022,13,M,si
6023,14,M,no
6024,69,H,si
6025,52,H,no
6026,1,M,no
6027,90,H,no
6028,12,M,no
6029,37,H,no
6030,6,H,no
6031,39,M,no
6032,40,M,no
6033,53,M,no
6034,30,M,si
6035,38,H,no
6036,46,M,no
6037,0,M,no
6038,27,M,no
6039,42,M,si
6040,22,M,no
6041,8,M,no
6042,55,H,no
6043,29,M,no
6044,0,H,no
6045,67,H,no
6046,8,H,no
6047,2,M,no
6048,16,H,no
6049,79,H,no
6050,13,H,si
6051,19,H,si
6052,32,M,no
6053,22,H,no
6054,25,M,si
6055,27,H,no
6056,30,M,no
6057,40,M,no
6058,23,H,si
6059,63,M,no
6060,66,H,no
6061,83,H,no
6062,6,H,no
6063,2,H,no
6064,25,M,no
6065,56,M,no
6066,52,M,si
6067,75,H,no
6068,30,M,no
6069,8,H,si
6070,28,M,no
6071,30,M,no
6072,5,H,si
6073,72,H,no
6074,15,M,no
6075,26,H,no
6076,55,M,no
6077,12,M,no
6078,75,M,no
6079,20,M,no
6080,66,M,no
6081,1,M,no
6082,17,H,no
6083,13,M,si
6084,57,H,no
6085,9,M,no
6086,59,H,no
6087,0,H,no
6088,60,M,si
6089,71,H,no
6090,36,H,no
6091,76,M,no
6092,85,M,no
6093,41,M,no
6094,1,H,no
6095,2,H,no
6096,20,M,no
6097,38,M,si
6098,9,H,no
6099,57,M,no
6100,17,M,no
6101,30,H,no
6102,1,H,no
6103,48,M,no
6104,9,M,no
6105,47,H,no
6106,14,H,no
6107,70,M,no
6108,48,M,si
6109,42,H,no
6110,25,H,no
6111,40,M,no
6112,0,H,no
6113,18,M,no
6114,41,M,no
6115,78,M,no
6116,34,M,no
6117,28,H,no
6118,35,H,no
6119,23,M,no
6120,26,M,no
6121,19,H,no
6122,7,H,no
6123,71,M,no
6124,34,H,no
6125,47,M,no
6126,51,M,si
6127,1,H,no
6128,61,M,si
6129,2,H,no
6130,45,M,no
6131,71,H,si
6132,91,H,no
6133,28,M,no
6134,20,M,no
6135,6,H,si
6136,40,H,no
6137,73,M,no
6138,21,M,si
6139,61,M,si
6140,62,H,no
6141,4,H,no
6142,62,M,no
6143,19,M,no
6144,22,M,no
6145,35,M,si
6146,14,M,no
6147,33,M,no
6148,32,H,no
6149,51,H,si
6150,9,M,no
6151,6,H,no
6152,40,M,no
6153,7,H,no
6154,19,M,no
6155,50,H,si
6156,44,H,no
6157,39,M,no
6158,58,M,si
6159,28,H,no
6160,4,M,no
6161,38,M,si
6162,59,M,no
6163,45,H,no
6164,16,H,no
6165,70,H,no
6166,6,H,no
6167,20,H,no
6168,51,M,no
6169,32,H,no
6170,62,M,no
6171,6,M,no
6172,82,M,no
6173,47,H,no
6174,44,M,no
6175,64,H,no
6176,73,M,si
6177,5,M,no
6178,10,M,no
6179,23,M,no
6180,41,H,no
6181,21,M,si
6182,23,M,no
6183,86,M,no
6184,35,M,no
6185,46,M,no
6186,2,H,no
6187,53,H,no
6188,21,H,si
6189,60,M,no
6190,14,M,no
6191,12,H,no
6192,10,H,si
6193,80,M,si
6194,58,H,no
6195,56,M,si
6196,5,M,no
6197,50,H,no
6198,59,M,no
6199,34,M,no
6200,5,M,no
6201,14,M,no
6202,26,H,no
6203,44,H,no
6204,40,M,si
6205,41,M,si
6206,54,M,si
6207,65,H,no
6208,26,M,no
6209,69,M,no
6210,4,H,no
6211,2,M,no
6212,7,M,si
6213,64,M,no
6214,83,M,no
6215,6,M,no
6216,34,M,no
6217,49,M,no
6218,44,H,no
6219,4,M,no
6220,1,H,no
6221,75,M,no
6222,20,M,no
6223,0,H,no
6224,35,M,no
6225,1,M,no
6226,29,M,no
6227,55,H,no
6228,56,M,no
6229,38,M,si
6230,24,M,no
6231,19,M,no
6232,4,H,no
6233,3,H,no
6234,62,M,no
6235,73,M,no
6236,50,M,no
6237,69,M,no
6238,65,M,no
6239,19,H,no
6240,59,H,no
6241,72,M,no
6242,21,H,no
6243,2,M,no
6244,17,M,no
6245,16,M,no
6246,10,H,no
6247,70,M,no
6248,59,M,no
6249,59,M,no
6250,19,M,no
6251,65,H,no
6252,63,H,no
6253,6,H,no
6254,16,M,si
6255,10,M,no
6256,37,H,no
6257,3,H,no
6258,21,M,no
6259,77,H,no
6260,56,H,no
6261,33,M,no
6262,65,H,no
6263,18,M,no
6264,13,H,si
6265,22,M,no
6266,6,H,no
6267,2,M,si
6268,11,M,no
6269,62,H,no
6270,34,H,no
6271,18,M,no
6272,45,H,no
6273,62,H,si
6274,12,H,no
6275,28,M,no
6276,25,M,no
6277,20,M,no
6278,69,M,no
6279,82,M,no
6280,59,M,no
6281,57,M,si
6282,26,M,no
6283,44,M,no
6284,3,M,no
6285,9,M,no
6286,51,H,no
6287,1,H,no
6288,33,H,no
6289,67,H,no
6290,73,M,no
6291,15,M,no
6292,65,H,no
6293,4,H,no
6294,52,M,si
6295,13,H,si
6296,14,M,no
6297,9,M,no
6298,26,H,no
6299,38,M,no
6300,14,M,no
6301,10,H,si
6302,28,H,no
6303,55,M,no
6304,22,H,no
6305,60,M,no
6306,17,M,no
6307,45,M,no
6308,65,H,no
6309,40,M,no
6310,33,H,si
6311,52,H,no
6312,57,M,no
6313,41,H,no
6314,31,H,no
6315,19,H,no
6316,56,M,no
6317,47,H,no
