x,edad,sexo,p_originario
9426,23,M,no
9427,39,M,no
9428,59,H,no
9429,0,H,no
9430,76,H,no
9431,16,H,no
9432,43,H,no
9433,3,M,no
9434,7,M,no
9435,34,M,no
9436,52,M,no
9437,0,M,no
9438,17,H,no
9439,62,M,no
9440,8,M,no
9441,1,H,no
9442,4,H,no
9443,16,M,no
9444,11,H,no
9445,40,M,no
9446,72,H,si
9447,1,M,no
9448,38,M,no
9449,24,H,no
9450,1,H,no
9451,17,H,no
9452,27,M,no
9453,68,M,no
9454,4,H,no
9455,17,H,no
9456,27,H,no
9457,70,M,no
9458,56,H,no
9459,60,M,no
9460,33,H,no
9461,6,H,no
9462,44,H,no
9463,48,M,no
9464,10,M,no
9465,29,H,no
9466,65,H,no
9467,35,M,no
9468,40,M,no
9469,10,H,no
9470,35,M,no
9471,61,M,no
9472,4,H,no
9473,68,M,no
9474,30,H,no
9475,1,H,no
9476,42,H,no
9477,31,H,no
9478,50,M,no
9479,57,M,no
9480,8,H,no
9481,34,H,no
9482,87,M,no
9483,25,M,no
9484,14,M,no
9485,2,H,no
9486,58,H,no
9487,62,H,no
9488,24,M,no
9489,49,H,no
9490,35,M,no
9491,67,H,no
9492,77,M,no
9493,33,H,si
9494,48,M,no
9495,14,H,no
9496,6,H,no
9497,20,H,no
9498,13,M,no
9499,11,M,no
9500,63,M,no
9501,54,M,si
9502,33,M,no
9503,1,M,no
9504,4,M,no
9505,2,M,no
9506,6,H,no
9507,4,H,no
9508,27,M,no
9509,46,M,no
9510,61,M,si
9511,13,M,no
9512,28,H,no
9513,68,M,si
9514,25,M,no
9515,36,M,no
9516,21,H,no
9517,12,M,no
9518,21,M,no
9519,27,H,no
9520,57,H,si
9521,40,H,no
9522,80,M,no
9523,32,H,si
9524,51,H,no
9525,76,M,no
9526,48,H,si
9527,64,H,no
9528,31,M,no
9529,4,H,no
9530,10,H,no
9531,34,H,no
9532,45,H,no
9533,44,M,no
9534,48,M,no
9535,73,M,no
9536,43,H,no
9537,21,H,no
9538,25,H,no
9539,21,M,no
9540,44,H,no
9541,23,H,no
9542,49,H,no
9543,42,M,no
9544,0,M,no
9545,36,M,no
9546,9,H,no
9547,84,M,no
9548,57,H,no
9549,64,H,no
9550,84,H,no
9551,21,H,no
9552,56,H,si
9553,49,M,no
9554,74,M,no
9555,94,M,no
9556,42,M,no
9557,53,H,no
9558,30,H,no
9559,73,H,no
9560,18,H,no
9561,42,H,no
9562,6,H,no
9563,5,H,si
9564,41,H,no
9565,22,M,no
9566,43,H,no
9567,18,H,no
9568,17,H,no
9569,33,M,no
9570,1,H,no
9571,29,H,no
9572,50,M,no
9573,27,M,no
9574,0,H,no
9575,35,M,no
9576,26,H,no
9577,39,H,no
9578,20,H,no
9579,11,H,no
9580,5,H,no
9581,64,H,si
9582,6,M,si
9583,38,M,no
9584,4,H,no
9585,47,H,no
9586,34,H,no
9587,17,M,si
9588,36,H,no
9589,27,M,no
9590,22,H,no
9591,12,M,no
9592,81,M,si
9593,31,M,no
9594,29,M,no
9595,28,H,no
9596,86,M,no
9597,9,H,no
9598,44,H,no
9599,35,H,no
9600,73,H,no
9601,34,H,no
9602,10,H,no
9603,62,M,si
9604,38,M,no
9605,36,M,no
9606,32,H,no
9607,62,M,no
9608,67,M,no
9609,0,M,no
9610,3,M,no
9611,23,M,no
9612,10,M,no
9613,33,M,no
9614,27,M,no
9615,50,M,no
9616,59,M,no
9617,18,H,no
9618,40,H,no
9619,57,H,no
9620,28,M,no
9621,49,M,no
9622,3,M,no
9623,27,H,si
9624,15,M,no
9625,37,M,no
9626,43,M,no
9627,48,M,no
9628,26,H,no
9629,44,M,si
9630,32,M,no
9631,5,H,no
9632,21,H,no
9633,34,H,no
9634,30,M,si
9635,74,M,no
9636,14,H,no
9637,15,M,no
9638,80,M,no
9639,11,H,no
9640,33,H,no
9641,44,H,no
9642,17,M,no
9643,53,H,no
9644,17,H,no
9645,22,H,no
9646,6,M,no
9647,63,M,no
9648,19,H,si
9649,62,M,no
9650,77,H,no
9651,39,M,no
9652,55,M,no
9653,28,M,no
9654,25,H,no
9655,58,M,no
9656,29,H,si
9657,54,H,si
9658,0,M,no
9659,58,M,no
9660,9,M,no
9661,21,M,no
9662,87,M,no
9663,56,H,no
9664,50,H,no
9665,42,H,no
9666,65,M,no
9667,30,M,si
9668,36,H,no
9669,53,M,no
9670,87,M,no
9671,2,H,no
9672,3,H,no
9673,77,H,si
9674,65,H,no
9675,77,H,no
9676,18,H,no
9677,44,M,no
9678,30,H,no
9679,66,H,no
9680,28,M,no
9681,50,M,no
9682,61,M,no
9683,44,H,no
9684,10,H,no
9685,25,M,no
9686,35,H,no
9687,52,M,no
9688,10,M,no
9689,37,M,no
9690,58,M,no
9691,6,H,si
9692,45,H,no
9693,11,M,no
9694,69,H,no
9695,23,M,no
9696,10,H,no
9697,26,M,no
9698,20,M,no
9699,5,M,no
9700,77,M,no
9701,27,H,no
9702,34,H,no
9703,53,M,no
9704,24,M,si
9705,15,M,no
9706,39,H,no
9707,32,H,no
9708,9,H,no
9709,8,H,no
9710,78,M,no
9711,37,M,no
9712,44,M,no
9713,29,M,no
9714,23,H,no
9715,27,H,si
9716,15,M,no
9717,43,H,no
9718,55,H,no
9719,26,H,no
9720,25,M,si
9721,33,H,no
9722,8,H,no
9723,66,H,no
9724,39,H,no
9725,8,H,si
9726,60,M,no
9727,5,M,no
9728,47,M,no
9729,74,M,no
9730,16,H,no
9731,50,M,no
9732,45,H,si
9733,64,M,si
9734,34,M,no
9735,21,M,no
9736,40,M,no
9737,23,M,no
9738,66,H,no
9739,62,M,no
9740,24,M,si
9741,38,H,no
9742,71,H,no
9743,8,H,si
9744,12,H,no
9745,40,H,si
9746,25,M,no
9747,58,H,no
9748,40,H,no
9749,60,M,no
9750,21,M,no
9751,14,M,no
9752,56,M,no
9753,14,H,no
9754,77,M,no
9755,35,M,no
9756,57,M,no
9757,32,H,no
9758,24,M,no
9759,51,M,no
9760,25,H,no
9761,26,H,no
9762,21,H,no
9763,21,M,no
9764,22,M,no
9765,55,H,no
9766,32,H,no
9767,52,H,no
9768,25,H,no
9769,9,M,no
9770,60,M,no
9771,12,M,no
9772,25,M,no
9773,19,H,no
9774,44,H,no
9775,4,H,no
9776,26,M,si
9777,57,H,no
9778,32,H,no
9779,44,H,si
9780,38,H,si
9781,50,M,no
9782,29,M,si
9783,49,M,no
9784,25,H,no
9785,5,H,no
9786,12,M,no
9787,14,M,no
9788,0,M,si
9789,48,H,no
9790,24,M,no
9791,60,H,no
9792,43,H,no
9793,12,H,no
9794,9,M,no
9795,76,H,no
9796,59,M,no
9797,42,M,no
9798,5,M,no
9799,61,M,no
9800,57,M,no
9801,54,H,no
9802,15,M,no
9803,31,M,no
9804,41,H,no
9805,14,H,no
9806,41,M,no
9807,43,M,si
9808,6,H,no
9809,1,M,no
9810,5,M,no
9811,20,M,no
9812,59,M,no
9813,86,M,no
9814,58,H,no
9815,16,H,no
9816,3,H,no
9817,17,M,no
9818,77,M,no
9819,40,H,no
9820,42,H,no
9821,18,M,no
9822,55,H,no
9823,48,H,si
9824,74,M,si
9825,51,H,no
9826,0,M,no
9827,52,M,no
9828,14,M,no
9829,41,H,si
9830,41,H,no
9831,47,M,no
9832,57,M,no
9833,20,H,no
9834,28,M,si
9835,26,M,no
9836,35,H,no
9837,28,H,no
9838,30,M,no
9839,14,H,no
9840,62,H,no
9841,44,M,no
9842,74,M,no
9843,69,H,no
9844,63,H,no
9845,4,H,no
9846,15,H,no
9847,45,M,no
9848,1,M,no
9849,75,M,si
9850,19,M,no
9851,62,M,no
9852,54,H,no
9853,75,H,no
9854,19,H,no
9855,64,M,si
9856,52,H,no
9857,2,M,no
9858,80,M,no
9859,35,H,no
9860,16,H,no
9861,46,M,no
9862,50,H,no
9863,44,H,si
9864,11,M,no
9865,74,M,no
9866,5,H,si
9867,81,M,no
9868,39,M,no
9869,43,H,no
9870,34,M,no
9871,8,M,si
9872,56,M,si
9873,32,H,si
9874,58,M,no
9875,2,H,no
9876,22,M,no
9877,51,M,no
9878,11,M,no
9879,4,H,no
9880,16,H,no
9881,57,M,no
9882,24,M,no
9883,44,M,no
9884,5,H,no
9885,57,M,no
9886,48,M,si
9887,38,M,no
9888,66,M,no
9889,34,M,si
9890,68,M,no
9891,6,H,no
9892,40,H,no
9893,67,H,no
9894,68,H,no
9895,56,M,no
9896,2,H,no
9897,71,M,no
9898,39,H,si
9899,36,H,si
9900,44,M,no
9901,53,M,no
9902,5,M,no
9903,7,M,no
9904,51,M,no
9905,58,H,no
9906,83,M,si
9907,53,H,no
9908,60,M,no
9909,39,H,si
9910,63,M,no
9911,6,M,no
9912,34,M,no
9913,45,H,no
9914,26,H,no
9915,50,M,no
9916,30,H,no
9917,23,H,no
9918,25,M,no
9919,48,M,no
9920,45,M,no
9921,60,M,no
9922,41,H,no
9923,88,M,no
9924,16,H,no
9925,33,M,si
9926,59,H,no
9927,58,M,no
9928,76,H,no
9929,81,H,no
9930,25,M,no
9931,21,M,no
9932,30,H,no
9933,37,H,no
9934,32,H,no
9935,9,M,no
9936,22,M,no
9937,24,M,no
9938,4,H,no
9939,54,H,no
9940,60,H,no
9941,9,M,no
9942,15,H,no
9943,22,H,no
9944,3,H,no
9945,28,H,no
9946,57,M,no
9947,30,M,no
9948,41,H,no
9949,18,M,no
9950,56,M,no
9951,2,H,no
9952,13,M,no
9953,70,M,no
9954,66,M,no
9955,40,H,si
9956,8,M,no
9957,14,H,no
9958,6,H,no
9959,57,H,no
9960,22,H,no
9961,14,M,no
9962,24,M,no
9963,37,M,no
9964,55,H,si
9965,49,H,no
9966,69,H,si
9967,18,H,no
9968,24,H,si
9969,74,H,no
9970,6,H,no
9971,17,M,si
9972,45,H,si
9973,45,H,no
9974,25,H,no
9975,4,M,no
9976,51,H,no
9977,25,H,no
9978,21,M,si
9979,85,H,no
9980,38,M,no
9981,19,M,no
9982,37,H,no
9983,50,M,no
9984,25,H,no
9985,38,H,no
9986,53,H,si
9987,28,H,no
9988,33,H,no
9989,4,H,no
9990,55,M,no
9991,76,M,no
9992,3,H,no
9993,54,M,no
9994,88,M,no
9995,72,H,no
9996,33,H,no
9997,44,M,no
9998,12,M,no
9999,7,M,no
10000,28,H,no
